title,description,published date,url,publisher
What Are All the Different Kinds of COVID-19 Tests? | Johns Hopkins | Bloomberg School of Public Health - Johns Hopkins Bloomberg School of Public Health,What Are All the Different Kinds of COVID-19 Tests? | Johns Hopkins | Bloomberg School of Public Health  Johns Hopkins Bloomberg School of Public Health,"Mon, 02 Nov 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vcHVibGljaGVhbHRoLmpodS5lZHUvMjAyMC93aGF0LWFyZS1hbGwtdGhlLWRpZmZlcmVudC1raW5kcy1vZi1jb3ZpZC0xOS10ZXN0c9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://publichealth.jhu.edu', 'title': 'Johns Hopkins Bloomberg School of Public Health'}"
How to address inequality exposed by the COVID-19 pandemic | Brookings - Brookings Institution,How to address inequality exposed by the COVID-19 pandemic | Brookings  Brookings Institution,"Wed, 04 Nov 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmJyb29raW5ncy5lZHUvYXJ0aWNsZXMvaG93LXRvLWFkZHJlc3MtaW5lcXVhbGl0eS1leHBvc2VkLWJ5LXRoZS1jb3ZpZC0xOS1wYW5kZW1pYy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.brookings.edu', 'title': 'Brookings Institution'}"
U.S. Covid-19 Deaths For 2021 Surpass Toll From 2020 - Forbes,U.S. Covid-19 Deaths For 2021 Surpass Toll From 2020  Forbes,"Wed, 06 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbWFyaXNhZGVsbGF0dG8vMjAyMS8xMC8wNi91cy1jb3ZpZC0xOS1kZWF0aHMtZm9yLTIwMjEtc3VycGFzcy10b2xsLWZyb20tMjAyMC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}"
School uses phonics curriculum to catch up kids’ reading post-COVID - The Associated Press,School uses phonics curriculum to catch up kids’ reading post-COVID  The Associated Press,"Sat, 10 Jun 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3Bob25pY3MtcmVhZGluZy1zY2hvb2wtY3VycmljdWx1bS1mYTlmMDU4NTg0NTE0NWM1NDBhNGE1ZmQ5N2I5MzJmY9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://apnews.com', 'title': 'The Associated Press'}"
COVID-19 and Low Oil Prices Push Millions of Iraqis into Poverty - World Bank Group,COVID-19 and Low Oil Prices Push Millions of Iraqis into Poverty  World Bank Group,"Wed, 11 Nov 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy53b3JsZGJhbmsub3JnL2VuL25ld3MvcHJlc3MtcmVsZWFzZS8yMDIwLzExLzExL25ldy13b3JsZC1iYW5rLXJlcG9ydC1jYWxscy1mb3ItdXJnZW50LWZpc2NhbC1zdGltdWx1cy1hbmQtZWNvbm9taWMtcmVmb3Jtcy10by1oZWxwLXRoZS1wb29yLWFuZC10aGUtbW9zdC12dWxuZXJhYmxlLWluLWlyYXHSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.worldbank.org', 'title': 'World Bank Group'}"
5 solutions to help ease physicians' COVID-19 burnout - American Medical Association,5 solutions to help ease physicians' COVID-19 burnout  American Medical Association,"Tue, 01 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmFtYS1hc3NuLm9yZy9wcmFjdGljZS1tYW5hZ2VtZW50L3BoeXNpY2lhbi1oZWFsdGgvNS1zb2x1dGlvbnMtaGVscC1lYXNlLXBoeXNpY2lhbnMtY292aWQtMTktYnVybm91dNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.ama-assn.org', 'title': 'American Medical Association'}"
Flu cases increasing: Visitation restrictions in place for Beaumont's eight hospitals - Beaumont Health,Flu cases increasing: Visitation restrictions in place for Beaumont's eight hospitals  Beaumont Health,"Tue, 07 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5iZWF1bW9udC5vcmcvaGVhbHRoLXdlbGxuZXNzL3ByZXNzLXJlbGVhc2VzL2ZsdS1jYXNlcy1pbmNyZWFzaW5nLXZpc2l0YXRpb24tcmVzdHJpY3Rpb25zLWluLXBsYWNlLWZvci1iZWF1bW9udC1oZWFsdGgtaG9zcGl0YWxz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.beaumont.org', 'title': 'Beaumont Health'}"
Vaccine experts say Moderna's Covid-19 data leave big questions - STAT,Vaccine experts say Moderna's Covid-19 data leave big questions  STAT,"Tue, 19 May 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnN0YXRuZXdzLmNvbS8yMDIwLzA1LzE5L3ZhY2NpbmUtZXhwZXJ0cy1zYXktbW9kZXJuYS1kaWRudC1wcm9kdWNlLWRhdGEtY3JpdGljYWwtdG8tYXNzZXNzaW5nLWNvdmlkLTE5LXZhY2NpbmUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.statnews.com', 'title': 'STAT'}"
How the COVID-19 crisis is reshaping remote working - CEPR,How the COVID-19 crisis is reshaping remote working  CEPR,"Sun, 19 Jul 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vY2Vwci5vcmcvdm94ZXUvY29sdW1ucy9ob3ctY292aWQtMTktY3Jpc2lzLXJlc2hhcGluZy1yZW1vdGUtd29ya2luZ9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://cepr.org', 'title': 'CEPR'}"
Concerns about risk of exposure to COVID-19 impact immunization services in the Americas - Pan American Health Organization,Concerns about risk of exposure to COVID-19 impact immunization services in the Americas  Pan American Health Organization,"Fri, 14 Aug 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnBhaG8ub3JnL2VuL25ld3MvMTQtOC0yMDIwLWNvbmNlcm5zLWFib3V0LXJpc2stZXhwb3N1cmUtY292aWQtMTktaW1wYWN0LWltbXVuaXphdGlvbi1zZXJ2aWNlcy1hbWVyaWNhc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.paho.org', 'title': 'Pan American Health Organization'}"
What Women Need to Know About Blood Clots - Cedars-Sinai,What Women Need to Know About Blood Clots  Cedars-Sinai,"Wed, 14 Jul 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmNlZGFycy1zaW5haS5vcmcvYmxvZy9ibG9vZC1jbG90LXJpc2tzLXdvbWVuLWNvdmlkLTE5LXZhY2NpbmUuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cedars-sinai.org', 'title': 'Cedars-Sinai'}"
Salomon bill would crack down on false COVID-19 vaccination cards - Sen. Jesse Salomon - Washington Senate Democrats,Salomon bill would crack down on false COVID-19 vaccination cards - Sen. Jesse Salomon  Washington Senate Democrats,"Mon, 24 Jan 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vc2VuYXRlZGVtb2NyYXRzLndhLmdvdi9zYWxvbW9uLzIwMjIvMDEvMjQvc2Fsb21vbi1iaWxsLXdvdWxkLWNyYWNrLWRvd24tb24tZmFsc2UtY292aWQtMTktdmFjY2luYXRpb24tY2FyZHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://senatedemocrats.wa.gov', 'title': 'Washington Senate Democrats'}"
Expert: COVID-19 has caused an “education crisis” - OHCHR,Expert: COVID-19 has caused an “education crisis”  OHCHR,"Fri, 10 Jul 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3Lm9oY2hyLm9yZy9lbi9zdG9yaWVzLzIwMjAvMDcvZXhwZXJ0LWNvdmlkLTE5LWhhcy1jYXVzZWQtZWR1Y2F0aW9uLWNyaXNpc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.ohchr.org', 'title': 'OHCHR'}"
India is spiraling deeper into Covid-19 crisis. Here's what you need to know - CNN,India is spiraling deeper into Covid-19 crisis. Here's what you need to know  CNN,"Mon, 26 Apr 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8wNC8yNi9pbmRpYS9pbmRpYS1jb3ZpZC1zZWNvbmQtd2F2ZS1leHBsYWluZXItaW50bC1obmstZHN0L2luZGV4Lmh0bWzSAVdodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIxLzA0LzI2L2luZGlhL2luZGlhLWNvdmlkLXNlY29uZC13YXZlLWV4cGxhaW5lci1pbnRsLWhuay1kc3Q?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
New York state sees record daily high of new Covid-19 cases - CNN,New York state sees record daily high of new Covid-19 cases  CNN,"Sat, 18 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8xMi8xNy9oZWFsdGgvdXMtY29yb25hdmlydXMtZnJpZGF5L2luZGV4Lmh0bWzSAT9odHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIxLzEyLzE3L2hlYWx0aC91cy1jb3JvbmF2aXJ1cy1mcmlkYXk?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Prediction of disease progression in patients with COVID-19 by artificial intelligence assisted lesion quantification ... - Nature.com,Prediction of disease progression in patients with COVID-19 by artificial intelligence assisted lesion quantification ...  Nature.com,"Wed, 16 Dec 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTk4LTAyMC03OTA5Ny0x0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}"
COVID-19 Booster Shots Will Roll Out In September In The U.S. - NPR,COVID-19 Booster Shots Will Roll Out In September In The U.S.  NPR,"Wed, 18 Aug 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5ucHIub3JnL3NlY3Rpb25zL2Nvcm9uYXZpcnVzLWxpdmUtdXBkYXRlcy8yMDIxLzA4LzE4LzEwMjg3OTgwMDMvY292aWQtMTktYm9vc3Rlci1zaG90cy1yb2xsLW91dC1zZXB0ZW1iZXItbW9kZXJuYS1wZml6ZXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.npr.org', 'title': 'NPR'}"
Ghana team’s help for front-line COVID-19 medics - TechnipFMC,Ghana team’s help for front-line COVID-19 medics  TechnipFMC,"Thu, 17 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LnRlY2huaXBmbWMuY29tL2VuL21lZGlhL25ld3MvMjAyMS8wNi9naGFuYS10ZWFtLXMtaGVscC1mb3ItZnJvbnQtbGluZS1jb3ZpZC0xOS1tZWRpY3Mv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.technipfmc.com', 'title': 'TechnipFMC'}"
"India Likely Had 6.4 Million Covid Cases By May, Says ICMR's Sero Survey - NDTV","India Likely Had 6.4 Million Covid Cases By May, Says ICMR's Sero Survey  NDTV","Fri, 11 Sep 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHA6Ly93d3cubmR0di5jb20vdmlkZW8vaW5kaWEtbGlrZWx5LWhhZC02LTQtbWlsbGlvbi1jb3ZpZC1jYXNlcy1ieS1tYXktc2F5cy1pY21yLXMtc2Vyby1zdXJ2ZXktNTYwMTU00gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'http://www.ndtv.com', 'title': 'NDTV'}"
COVID-19: kids are using soft drinks to fake positive tests – I've worked out the science and how to spot it - The Conversation,COVID-19: kids are using soft drinks to fake positive tests – I've worked out the science and how to spot it  The Conversation,"Fri, 02 Jul 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3RoZWNvbnZlcnNhdGlvbi5jb20vY292aWQtMTkta2lkcy1hcmUtdXNpbmctc29mdC1kcmlua3MtdG8tZmFrZS1wb3NpdGl2ZS10ZXN0cy1pdmUtd29ya2VkLW91dC10aGUtc2NpZW5jZS1hbmQtaG93LXRvLXNwb3QtaXQtMTYzNzM50gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theconversation.com', 'title': 'The Conversation'}"
Public health “detectives” will track potential links between COVID-19 and poor pregnancy outcomes - Medical University of South Carolina,Public health “detectives” will track potential links between COVID-19 and poor pregnancy outcomes  Medical University of South Carolina,"Tue, 17 May 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd2ViLm11c2MuZWR1L2Fib3V0L25ld3MtY2VudGVyLzIwMjIvMDUvMTcvY292aWQtYW5kLXByZWduYW5jedIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://web.musc.edu', 'title': 'Medical University of South Carolina'}"
"Smoke and soot from wildfires may be causing more Covid-19 cases and deaths, study finds - CNN","Smoke and soot from wildfires may be causing more Covid-19 cases and deaths, study finds  CNN","Fri, 13 Aug 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8wOC8xMy9oZWFsdGgvd2lsZGZpcmUtc21va2UtY29yb25hdmlydXMtY2xpbWF0ZS1jaGFuZ2UvaW5kZXguaHRtbNIBU2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjEvMDgvMTMvaGVhbHRoL3dpbGRmaXJlLXNtb2tlLWNvcm9uYXZpcnVzLWNsaW1hdGUtY2hhbmdl?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
Shanghai moves toward ending 2-month COVID-19 lockdown - Medical Xpress,Shanghai moves toward ending 2-month COVID-19 lockdown  Medical Xpress,"Tue, 31 May 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vbWVkaWNhbHhwcmVzcy5jb20vdmlzdWFsc3Rvcmllcy8yMDIyLTA1LXNoYW5naGFpLW1vbnRoLWNvdmlkLWxvY2tkb3duLmFtcNIBUWh0dHBzOi8vbWVkaWNhbHhwcmVzcy5jb20vdmlzdWFsc3Rvcmllcy8yMDIyLTA1LXNoYW5naGFpLW1vbnRoLWNvdmlkLWxvY2tkb3duLmFtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://medicalxpress.com', 'title': 'Medical Xpress'}"
What is NATO's role in the fight against COVID-19? - NATO HQ,What is NATO's role in the fight against COVID-19?  NATO HQ,"Tue, 11 May 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdG8uaW50L2Nwcy9lbi9uYXRvaHEvbmV3c18xODM2MzIuaHRt0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nato.int', 'title': 'NATO HQ'}"
Estimated Cost of Treating the Uninsured Hospitalized with COVID-19 - KFF,Estimated Cost of Treating the Uninsured Hospitalized with COVID-19  KFF,"Tue, 07 Apr 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmtmZi5vcmcvY29yb25hdmlydXMtY292aWQtMTkvaXNzdWUtYnJpZWYvZXN0aW1hdGVkLWNvc3Qtb2YtdHJlYXRpbmctdGhlLXVuaW5zdXJlZC1ob3NwaXRhbGl6ZWQtd2l0aC1jb3ZpZC0xOS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.kff.org', 'title': 'KFF'}"
UKHSA bombshell: Effectiveness of COVID-19 vaccines against the Omicron variant - Coronaheadsup.com,UKHSA bombshell: Effectiveness of COVID-19 vaccines against the Omicron variant  Coronaheadsup.com,"Fri, 10 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmNvcm9uYWhlYWRzdXAuY29tL2Nvcm9uYXZpcnVzL3VraHNhLWJvbWJzaGVsbC1lZmZlY3RpdmVuZXNzLW9mLWNvdmlkLTE5LXZhY2NpbmVzLWFnYWluc3QtdGhlLW9taWNyb24tdmFyaWFudC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.coronaheadsup.com', 'title': 'Coronaheadsup.com'}"
Engaging community ambassadors to promote COVID-19 Vaccines in East Oakland's Fruitvale Neighborhood ... - California Volunteers,Engaging community ambassadors to promote COVID-19 Vaccines in East Oakland's Fruitvale Neighborhood ...  California Volunteers,"Wed, 28 Jul 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5jYWxpZm9ybmlhdm9sdW50ZWVycy5jYS5nb3YvZW5nYWdpbmctY29tbXVuaXR5LWFtYmFzc2Fkb3JzLXRvLXByb21vdGUtY292aWQtMTktdmFjY2luZXMtaW4tZWFzdC1vYWtsYW5kcy1mcnVpdHZhbGUtbmVpZ2hib3Job29kL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.californiavolunteers.ca.gov', 'title': 'California Volunteers'}"
America's workers gained power during Covid. A volatile economy will put that to the test - CNN,America's workers gained power during Covid. A volatile economy will put that to the test  CNN,"Tue, 14 Jun 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wNi8xNC9lY29ub215L2xhYm9yLXVuaW9uLW1vbWVudHVtLWVjb25vbXkvaW5kZXguaHRtbNIBR2h0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjIvMDYvMTQvZWNvbm9teS9sYWJvci11bmlvbi1tb21lbnR1bS1lY29ub215?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
What Is It That Keeps Most Little Kids From Getting Covid-19? (Published 2020) - The New York Times,What Is It That Keeps Most Little Kids From Getting Covid-19? (Published 2020)  The New York Times,"Mon, 14 Sep 2020 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjAvMDcvMjAvcGFyZW50aW5nL2Nvcm9uYXZpcnVzLWNoaWxkcmVuLXNwcmVhZC1jb3ZpZC0xOS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
"COVID-19? Flu? Allergies? Which One Do I Have, Doc? - Naval Sea Systems Command","COVID-19? Flu? Allergies? Which One Do I Have, Doc?  Naval Sea Systems Command","Tue, 14 Dec 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lm5hdnNlYS5uYXZ5Lm1pbC9NZWRpYS9OZXdzL0FydGljbGUtVmlldy9BcnRpY2xlLzI4NjUzOTkvY292aWQtMTktZmx1LWFsbGVyZ2llcy13aGljaC1vbmUtZG8taS1oYXZlLWRvYy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.navsea.navy.mil', 'title': 'Naval Sea Systems Command'}"
3 charts show how far Covid delta variant has spread around the world - CNBC,3 charts show how far Covid delta variant has spread around the world  CNBC,"Thu, 05 Aug 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjEvMDgvMDYvY292aWQtY2hhcnRzLXNob3ctaG93LWZhci1kZWx0YS12YXJpYW50LWhhcy1zcHJlYWQtYXJvdW5kLXRoZS13b3JsZC5odG1s0gFsaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjEvMDgvMDYvY292aWQtY2hhcnRzLXNob3ctaG93LWZhci1kZWx0YS12YXJpYW50LWhhcy1zcHJlYWQtYXJvdW5kLXRoZS13b3JsZC5odG1s?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
Free program allows Oregonians to obtain COVID medication at home • Oregon Capital Chronicle - Oregon Capital Chronicle,Free program allows Oregonians to obtain COVID medication at home • Oregon Capital Chronicle  Oregon Capital Chronicle,"Tue, 15 Nov 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vb3JlZ29uY2FwaXRhbGNocm9uaWNsZS5jb20vMjAyMi8xMS8xNS9mcmVlLXByb2dyYW0tYWxsb3dzLW9yZWdvbmlhbnMtdG8tb2J0YWluLWNvdmlkLW1lZGljYXRpb24tYXQtaG9tZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://oregoncapitalchronicle.com', 'title': 'Oregon Capital Chronicle'}"
